texts,labels,target,target_index,
"boatergirl - my first thought was the same as janetinvirginia , what was your oncotype . I had the same anxiety-ridden decision to make . I had a stage 1 , grade 2 -LRB- intermediate -RRB- tumor with ended up with an intermediate oncotype .",1,road,154,
"kira , hang in there . . tip ; my insurance is covering gloves and arm sleeves , thru Physical therapy ! would have made much easier if i knew THAT in the beginning.here 's the difference ; i asked 4 a case manager , who got me a fitter , as soon as le therapist faxed dx .",1,light,113,
Thanks Linda ! It is good to read you are doing well . I am finishing up the radiation .,1,road,79,
dawn . I am in the same boat .,1,boat,7,
Bette - I 'm glad your tumor is responding and that it does n't appear to have spread . What a wild ride ! How wonderful that you have loving support around you .,1,road,106,
"Oops , hit submit too fast . Also , on the decorating head for halloween thing , I do n't think if someone paints their head like a jack o'lantern , it makes them any less in God 's eyes .",1,light,71,
I listened to CDs by Nancy Hopps . She has a very calming voice and anytime I would get freaked her voice and visualizations would soothe me .,1,light,35,
"Rebecca , you must be in surgery now . You must know you have all my thoughts and prayers . We 'll be waiting anxiously to hear .",0,roads,105,
"Yes , I came to the same conclusion about Curcumin .",0,spice,16,
"Hi , just thought I 'd let you know I 've just celebrated by 5th anniversary NED after having been diagnosed in Feb 2005 , mastectomy , chemo , radiation and 1 year of herceptin -LRB- not part of the trials -RRB- but one of the first who purchased it privately .",1,light,87,
"I 'm not sure . I do n't know if this type has to have the real thing or not . I have one natural breast and one flap reconstruction . Christine Applegate says her boyfriend does n't even see it either way , that he looks beyond it .",1,road,196,
"Rebecca , I 'm laughing my head off over that latest misadventure with Mr. Copycat . I 'm with Jan , how do you keep a straight face ? I think you handled it so very beautifully ; too bad you could n't put that whole exchange on Youtube .",1,light,227,
I 'm due for a DIEP flap on June 15 . Getting scared .,1,road,51,
"Mancy and lWD , welcome to our humble home here on this thread-the good news is that we really are n't that humble and are in fact , a bunch of raucous `` elder '' ladies who have joined to laugh , cry and to give tremendous support to everyone here on the board . OK I AM NO LONGER A CART VIRGIN !! OMG , I never had so much fun in my life as I did driving one of those motorized carts in Harris Teeter .",1,light,276,
I started a Pilates mat class in Jan - 10 mths after a bi-lat w/13 nodes removed .,1,road,74,
"Hi inOhio , I live in the Dayton area and had a bilat mx on 10/27/10 , my bs was Dr. Roxanne Weighall with wright state phys. , most general surgeons will be able to perform the necessary surgery for lumpectomy or breast removal , all have different approaches to before and after care .",0,road,66,
Three years after receiving chemo I went into congestive heart failure . The heart should pump out around 55-60 and I was at 17 . Mind you I 'm only 43 at the time .,1,road,141,
"I wish I 'd had a choice , but I had to have a mastectomy and I resent it every single day .",1,road,77,
"Just was reading this post ... My classic statement was from my GP when I noticed that my left nipple was inverting in . `` Oh Sharon , you ca n't expect to have a 25 year old body when you just turned 40 ! '' Needless to say , I just asked for the Mamm .",0,road,147,
"Feb 10-Bilteral mx , no reconstruction .",1,ride,13,
"i think it was lost creek , but whoever it was about underarm -LRB- sorry , too much chemo i think chemo brain is still in effect -RRB- lymphedema is much different than lymphoma . . and , the best way i can explain lymphedema is that it `` feels funny '' not exactly numb , not exactly painful , but definetlly weird , not right ... make the drive if you need to , get the referral ; that way you will know for sure if it is le .",1,light,191,
I start my chemo on July 12 . I will be doing taxotere and neulasta and herceptin every 3 weeks x 6 .,1,road,68,
"I finally understand this : I am ER - / PR - , HER + - Had a lumpectomy tumor grade 3 - 2cm invasive IDC and nodes are clear , margins are clear , it also says , it is DCIS - that is confusing .",1,boat,180,
"I 'm a little concerned about this idea that `` they do n't know what works . '' This just runs counter to all the science on breast cancer . They know what works for MOST women . Unfortunately , they do not know what works for every woman .",1,road,189,
Healing thoughts going out to all of you ! I saw my Onc this week . There was no change in my bone scan and he is near 100 % certain the `` spot '' is an old rib fracture .,1,light,129,
"Robin , You are the one who gave me hope when I read about the estrodial and I am happy to hear from you .",1,road,32,
"Hi Suez ! Thanks for the response :--RRB- and I am sorry for ur news as well , def not the best way to start off the New Year . How long after the diagnosis did you have the surgery ? As far as determining the stage the cancer is in , is this determined after the surgery ? My mother has been diagnosed and I am helping her through and trying to understand the condition as much as I can for myself and also for her .",0,road,126,
Hehe . I just had a `` born again '' show up in one of the other forums I post on who was railing against non-theists and how arrogant we are .,1,boat,98,
"I was diagnosed with Stage III BC on 6-6-08 at the age of 31 . My cancer was very aggressive . Cancer at any age is horrible ... but I have to tell you that cancer in your early 30 's REALLY SUCJS ... I stared with Chemo , had a modified radical mastectomy with lymph node dissection , and aggressive radiation .",1,light,223,
Baxter : Thanks for your sweet reply .,1,road,29,
"Cynthia ? What was your EF ? Or would you rather exchange info in a PM ? I had one before chemo too -LRB- MUGA -RRB- , but remembered I 'd had a similiar test in a nuclear scan before a surgery 2ξ1/2 years ago .",1,road,116,
"Well , yesterday morning I woke up so nauseated I thought I was going to hurl before we even left the house .",0,train,40,
"Five months after I posted above -LRB- 10 months after diagnosis -RRB- , I had my first post-surgical , post-radiation mammogram and there was NOTHING suspicious .",1,light,108,
Imt041409 : I had a friend that kept her acrylic nails during chemo . She did taxol not taxotere though . My nails are not in good shape 5 weeks out form TCH . I would ask your onc .,1,road,161,
I have just come back from Paris -LRB- I have a studio/apartment there . -RRB- I was only there for 2 weeks instead of a month .,0,light,103,
"sueps . . just wanted 2 jump in here ... take a deep breath , girl . . we all got the crap scared out of us when we first heard breast cancer , and we r all HERE talking 2 u. . i want to dissuaid u in thinking because mom and gran had it , its ' hereditary ... i got the biggest surprise of my life when my BRaca tests came back .",1,light,273,
